,state,date,Gst ( goods and service tax ) payers registered,Payer eligible for gst ( goods and service tax ) registration,Gst ( goods and service tax ) return type
3652,tamil nadu,2020-12-01,866463.0,923873.0,GSTR-3
3653,tamil nadu,2021-01-01,658828.0,726271.0,GSTR-1
3654,tamil nadu,2021-01-01,679292.0,726285.0,GSTR-3
3655,tamil nadu,2021-02-01,666902.0,715104.0,GSTR-1
3656,tamil nadu,2021-02-01,686973.0,715063.0,GSTR-3
3657,tamil nadu,2021-03-01,861457.0,910875.0,GSTR-1
3658,ladakh,2018-11-01,,,GSTR-1
3659,tamil nadu,2021-03-01,886188.0,910875.0,GSTR-3
3660,tamil nadu,2021-04-01,758171.0,803124.0,GSTR-1
3661,tamil nadu,2021-04-01,775405.0,803124.0,GSTR-3
3662,tamil nadu,2021-05-01,757791.0,805681.0,GSTR-1
3663,tamil nadu,2021-05-01,776287.0,805681.0,GSTR-3
3664,tamil nadu,2021-06-01,867101.0,924274.0,GSTR-1
3665,ladakh,2018-11-01,,,GSTR-3
3666,tamil nadu,2021-06-01,888562.0,924274.0,GSTR-3
3667,tamil nadu,2021-07-01,771902.0,822173.0,GSTR-1
3668,tamil nadu,2021-07-01,788615.0,822173.0,GSTR-3
3669,tamil nadu,2021-08-01,778480.0,833879.0,GSTR-1
3670,tamil nadu,2021-08-01,796832.0,833879.0,GSTR-3
3671,tamil nadu,2021-09-01,890422.0,956956.0,GSTR-1
3672,ladakh,2018-12-01,,,GSTR-1
3673,tamil nadu,2021-09-01,911376.0,956956.0,GSTR-3
3674,tamil nadu,2021-10-01,789601.0,851169.0,GSTR-1
3675,tamil nadu,2021-10-01,807218.0,851169.0,GSTR-3
3676,tamil nadu,2021-11-01,797231.0,859964.0,GSTR-1
3677,tamil nadu,2021-11-01,813203.0,859964.0,GSTR-3
3678,tamil nadu,2021-12-01,907946.0,982238.0,GSTR-1
3679,ladakh,2018-12-01,,,GSTR-3
3680,tamil nadu,2021-12-01,926457.0,982238.0,GSTR-3
3681,tamil nadu,2022-01-01,803509.0,867973.0,GSTR-1
3682,tamil nadu,2022-01-01,818523.0,867973.0,GSTR-3
3683,tamil nadu,2022-02-01,806514.0,869274.0,GSTR-1
3684,tamil nadu,2022-02-01,821388.0,869274.0,GSTR-3
3685,tamil nadu,2022-03-01,908624.0,986817.0,GSTR-1
3686,ladakh,2019-01-01,,,GSTR-1
3687,tamil nadu,2022-03-01,926535.0,986817.0,GSTR-3
3688,tamil nadu,2022-04-01,796566.0,872690.0,GSTR-1
3689,tamil nadu,2022-04-01,807992.0,872690.0,GSTR-3
3690,tamil nadu,2022-05-01,780120.0,878008.0,GSTR-1
3691,tamil nadu,2022-05-01,781202.0,878008.0,GSTR-3
3692,puducherry,2017-07-01,12984.0,14080.0,GSTR-1
3693,puducherry,2017-07-01,13968.0,14080.0,GSTR-3
3694,puducherry,2017-09-01,14218.0,15568.0,GSTR-1
3695,puducherry,2017-09-01,15425.0,15568.0,GSTR-3
3696,puducherry,2017-10-01,8665.0,9544.0,GSTR-1
3697,puducherry,2017-10-01,15179.0,15548.0,GSTR-3
3698,puducherry,2017-11-01,8783.0,9607.0,GSTR-1
3699,puducherry,2017-11-01,15305.0,15726.0,GSTR-3
3700,puducherry,2017-12-01,14668.0,15975.0,GSTR-1
3701,puducherry,2018-01-01,15684.0,16258.0,GSTR-3
3702,puducherry,2018-02-01,9102.0,10005.0,GSTR-1
3703,puducherry,2018-02-01,15948.0,16534.0,GSTR-3
3704,puducherry,2018-03-01,15332.0,16887.0,GSTR-1
3705,puducherry,2018-03-01,16249.0,16887.0,GSTR-3
3706,puducherry,2018-04-01,10322.0,13982.0,GSTR-1
3707,puducherry,2018-04-01,16367.0,18797.0,GSTR-3
3708,puducherry,2018-05-01,16611.0,19351.0,GSTR-3
3709,puducherry,2018-06-01,15890.0,19723.0,GSTR-1
3710,puducherry,2018-06-01,16745.0,19723.0,GSTR-3
3711,puducherry,2018-07-01,10670.0,14633.0,GSTR-1
3712,puducherry,2018-07-01,16943.0,19929.0,GSTR-3
3713,puducherry,2018-08-01,10716.0,14669.0,GSTR-1
3714,puducherry,2018-08-01,17065.0,20172.0,GSTR-3
3715,puducherry,2018-09-01,17178.0,20242.0,GSTR-3
3716,puducherry,2018-10-01,10917.0,14593.0,GSTR-1
3717,puducherry,2018-10-01,17351.0,20402.0,GSTR-3
3718,puducherry,2018-11-01,10896.0,14469.0,GSTR-1
3719,puducherry,2018-11-01,17242.0,20463.0,GSTR-3
3720,puducherry,2018-12-01,16583.0,20448.0,GSTR-1
3721,puducherry,2018-12-01,17304.0,20448.0,GSTR-3
3722,puducherry,2019-01-01,17292.0,20536.0,GSTR-3
3723,puducherry,2019-02-01,10950.0,14123.0,GSTR-1
3724,puducherry,2019-02-01,17402.0,20618.0,GSTR-3
3725,puducherry,2019-03-01,16657.0,20839.0,GSTR-1
3726,puducherry,2019-03-01,17522.0,20839.0,GSTR-3
3727,puducherry,2019-04-01,11475.0,16423.0,GSTR-1
3728,puducherry,2019-04-01,17280.0,20906.0,GSTR-3
3729,puducherry,2019-05-01,17343.0,20875.0,GSTR-3
3730,puducherry,2019-06-01,16826.0,20879.0,GSTR-1
3731,puducherry,2019-06-01,17390.0,20879.0,GSTR-3
3732,puducherry,2019-07-01,11599.0,15621.0,GSTR-1
3733,puducherry,2019-07-01,17498.0,21076.0,GSTR-3
3734,puducherry,2019-08-01,11676.0,15410.0,GSTR-1
3735,puducherry,2019-08-01,17566.0,21069.0,GSTR-3
3736,puducherry,2019-09-01,17107.0,21025.0,GSTR-1
3737,puducherry,2019-09-01,17711.0,21025.0,GSTR-3
3738,puducherry,2019-10-01,11889.0,15000.0,GSTR-1
3739,puducherry,2019-10-01,17846.0,20898.0,GSTR-3
3740,puducherry,2019-11-01,11945.0,14741.0,GSTR-1
3741,puducherry,2019-11-01,17864.0,20773.0,GSTR-3
3742,puducherry,2019-12-01,17271.0,20391.0,GSTR-1
3743,puducherry,2019-12-01,17941.0,20391.0,GSTR-3
3744,puducherry,2020-01-01,11922.0,13562.0,GSTR-1
3745,puducherry,2020-01-01,17983.0,19656.0,GSTR-3
3746,puducherry,2020-02-01,11910.0,13336.0,GSTR-1
3747,puducherry,2020-02-01,18055.0,19500.0,GSTR-3
3748,puducherry,2020-03-01,16953.0,19681.0,GSTR-1
3749,puducherry,2020-03-01,18097.0,19681.0,GSTR-3
3750,puducherry,2020-04-01,17674.0,19650.0,GSTR-3
3751,puducherry,2020-05-01,12333.0,18257.0,GSTR-1
3752,puducherry,2020-05-01,17596.0,19392.0,GSTR-3
3753,puducherry,2020-06-01,16877.0,19399.0,GSTR-1
3754,puducherry,2020-06-01,17712.0,19399.0,GSTR-3
3755,puducherry,2020-07-01,12594.0,15746.0,GSTR-1
3756,puducherry,2020-07-01,17939.0,19794.0,GSTR-3
3757,puducherry,2020-08-01,18093.0,20052.0,GSTR-3
3758,puducherry,2020-09-01,17172.0,20172.0,GSTR-1
3759,puducherry,2020-09-01,18072.0,20172.0,GSTR-3
3760,puducherry,2020-10-01,12892.0,15422.0,GSTR-1
3761,puducherry,2020-10-01,18220.0,20319.0,GSTR-3
3762,puducherry,2020-11-01,13024.0,15413.0,GSTR-1
3763,puducherry,2020-11-01,18333.0,20437.0,GSTR-3
3764,puducherry,2020-12-01,17615.0,20149.0,GSTR-1
3765,puducherry,2020-12-01,18432.0,20149.0,GSTR-3
3766,puducherry,2021-01-01,13913.0,15728.0,GSTR-1
3767,puducherry,2021-01-01,14402.0,15727.0,GSTR-3
3768,puducherry,2021-02-01,14045.0,15666.0,GSTR-1
3769,puducherry,2021-02-01,14535.0,15666.0,GSTR-3
3770,puducherry,2021-03-01,17987.0,19723.0,GSTR-1
3771,puducherry,2021-03-01,18616.0,19723.0,GSTR-3
3772,puducherry,2021-04-01,15680.0,17297.0,GSTR-1
3773,puducherry,2021-04-01,16100.0,17297.0,GSTR-3
3774,puducherry,2021-05-01,15695.0,17324.0,GSTR-1
3775,puducherry,2021-05-01,16119.0,17324.0,GSTR-3
3776,puducherry,2021-06-01,17928.0,19854.0,GSTR-1
3777,puducherry,2021-06-01,18499.0,19854.0,GSTR-3
3778,puducherry,2021-07-01,16422.0,17743.0,GSTR-3
3779,puducherry,2021-08-01,16095.0,17812.0,GSTR-1
3780,puducherry,2021-08-01,16556.0,17812.0,GSTR-3
3781,puducherry,2021-09-01,18175.0,20088.0,GSTR-1
3782,puducherry,2021-09-01,18752.0,20088.0,GSTR-3
3783,puducherry,2021-10-01,16222.0,17790.0,GSTR-1
3784,puducherry,2021-10-01,16654.0,17790.0,GSTR-3
3785,puducherry,2021-11-01,16354.0,17888.0,GSTR-1
3786,puducherry,2021-11-01,16768.0,17888.0,GSTR-3
3787,puducherry,2021-12-01,18311.0,20224.0,GSTR-1
3788,puducherry,2021-12-01,18876.0,20224.0,GSTR-3
3789,puducherry,2022-01-01,16347.0,17809.0,GSTR-1
3790,puducherry,2022-01-01,16732.0,17809.0,GSTR-3
3791,puducherry,2022-02-01,16310.0,17859.0,GSTR-1
3792,puducherry,2022-02-01,16737.0,17859.0,GSTR-3
3793,puducherry,2022-03-01,18195.0,20264.0,GSTR-1
3794,puducherry,2022-03-01,18736.0,20264.0,GSTR-3
3795,puducherry,2022-04-01,15941.0,17959.0,GSTR-1
3796,puducherry,2022-04-01,16224.0,17959.0,GSTR-3
3797,puducherry,2022-05-01,15397.0,18024.0,GSTR-1
3798,puducherry,2022-05-01,15486.0,18024.0,GSTR-3
3799,andaman and nicobar islands,2017-09-01,2822.0,3908.0,GSTR-1
3800,andaman and nicobar islands,2017-09-01,3235.0,3908.0,GSTR-3
3801,andaman and nicobar islands,2017-10-01,1601.0,2368.0,GSTR-1
3802,andaman and nicobar islands,2017-10-01,3175.0,3837.0,GSTR-3
3803,andaman and nicobar islands,2017-11-01,1651.0,2430.0,GSTR-1
3804,andaman and nicobar islands,2017-11-01,3225.0,3971.0,GSTR-3
3805,andaman and nicobar islands,2017-12-01,2926.0,4016.0,GSTR-1
3806,andaman and nicobar islands,2017-12-01,3240.0,4016.0,GSTR-3
3807,andaman and nicobar islands,2018-01-01,1666.0,2484.0,GSTR-1
3808,andaman and nicobar islands,2018-01-01,3291.0,4109.0,GSTR-3
3809,andaman and nicobar islands,2018-02-01,1670.0,2518.0,GSTR-1
3810,andaman and nicobar islands,2018-02-01,3330.0,4182.0,GSTR-3
3811,andaman and nicobar islands,2018-03-01,3040.0,4246.0,GSTR-1
3812,andaman and nicobar islands,2018-03-01,3361.0,4246.0,GSTR-3
3813,andaman and nicobar islands,2018-04-01,1785.0,3696.0,GSTR-1
3814,andaman and nicobar islands,2018-04-01,3373.0,4376.0,GSTR-3
3815,andaman and nicobar islands,2018-05-01,1817.0,3764.0,GSTR-1
3816,andaman and nicobar islands,2018-05-01,3414.0,4455.0,GSTR-3
3817,andaman and nicobar islands,2018-06-01,3138.0,4559.0,GSTR-1
3818,andaman and nicobar islands,2018-06-01,3444.0,4559.0,GSTR-3
3819,andaman and nicobar islands,2018-07-01,1832.0,3703.0,GSTR-1
3820,andaman and nicobar islands,2018-07-01,3459.0,4602.0,GSTR-3
3821,andaman and nicobar islands,2018-08-01,1833.0,3598.0,GSTR-1
3822,andaman and nicobar islands,2018-08-01,3479.0,4626.0,GSTR-3
3823,andaman and nicobar islands,2018-09-01,3192.0,4663.0,GSTR-1
3824,andaman and nicobar islands,2018-09-01,3499.0,4663.0,GSTR-3
3825,andaman and nicobar islands,2018-10-01,1843.0,3564.0,GSTR-1
3826,andaman and nicobar islands,2018-10-01,3527.0,4719.0,GSTR-3
3827,andaman and nicobar islands,2018-11-01,1857.0,3500.0,GSTR-1
3828,andaman and nicobar islands,2018-11-01,3480.0,4722.0,GSTR-3
3829,andaman and nicobar islands,2018-12-01,3219.0,4471.0,GSTR-1
3830,andaman and nicobar islands,2018-12-01,3481.0,4471.0,GSTR-3
3831,andaman and nicobar islands,2019-01-01,1879.0,3008.0,GSTR-1
3832,andaman and nicobar islands,2019-01-01,3470.0,4344.0,GSTR-3
3833,andaman and nicobar islands,2019-02-01,1856.0,2630.0,GSTR-1
3834,andaman and nicobar islands,2019-02-01,3450.0,4029.0,GSTR-3
3835,andaman and nicobar islands,2019-03-01,3164.0,3923.0,GSTR-1
3836,andaman and nicobar islands,2019-03-01,3436.0,3923.0,GSTR-3
3837,andaman and nicobar islands,2019-04-01,1899.0,3127.0,GSTR-1
3838,andaman and nicobar islands,2019-04-01,3341.0,3739.0,GSTR-3
3839,andaman and nicobar islands,2019-05-01,1883.0,3085.0,GSTR-1
3840,andaman and nicobar islands,2019-05-01,3345.0,3772.0,GSTR-3
3841,andaman and nicobar islands,2019-06-01,3179.0,3826.0,GSTR-1
3842,andaman and nicobar islands,2019-06-01,3371.0,3826.0,GSTR-3
3843,andaman and nicobar islands,2019-07-01,1896.0,2934.0,GSTR-1
3844,andaman and nicobar islands,2019-07-01,3387.0,3887.0,GSTR-3
3845,andaman and nicobar islands,2019-08-01,1915.0,2929.0,GSTR-1
3846,andaman and nicobar islands,2019-08-01,3408.0,3955.0,GSTR-3
3847,andaman and nicobar islands,2019-09-01,3246.0,3994.0,GSTR-1
3848,andaman and nicobar islands,2019-09-01,3425.0,3994.0,GSTR-3
3849,andaman and nicobar islands,2019-10-01,1949.0,2925.0,GSTR-1
3850,andaman and nicobar islands,2019-10-01,3465.0,4062.0,GSTR-3
3851,andaman and nicobar islands,2019-11-01,1976.0,2906.0,GSTR-1
3852,andaman and nicobar islands,2019-11-01,3501.0,4104.0,GSTR-3
3853,andaman and nicobar islands,2019-12-01,3331.0,4090.0,GSTR-1
3854,andaman and nicobar islands,2019-12-01,3521.0,4090.0,GSTR-3
3855,andaman and nicobar islands,2020-01-01,1983.0,2535.0,GSTR-1
3856,andaman and nicobar islands,2020-01-01,3522.0,3783.0,GSTR-3
3857,andaman and nicobar islands,2020-02-01,1973.0,2542.0,GSTR-1
3858,andaman and nicobar islands,2020-02-01,3553.0,3822.0,GSTR-3
3859,andaman and nicobar islands,2020-03-01,3312.0,3877.0,GSTR-1
3860,andaman and nicobar islands,2020-03-01,3568.0,3877.0,GSTR-3
3861,andaman and nicobar islands,2020-04-01,2075.0,3848.0,GSTR-1
3862,andaman and nicobar islands,2020-04-01,3515.0,3851.0,GSTR-3
3863,andaman and nicobar islands,2020-05-01,2077.0,3734.0,GSTR-1
3864,andaman and nicobar islands,2020-05-01,3507.0,3844.0,GSTR-3
3865,andaman and nicobar islands,2020-06-01,3362.0,3825.0,GSTR-1
3866,andaman and nicobar islands,2020-06-01,3533.0,3825.0,GSTR-3
3867,andaman and nicobar islands,2020-07-01,2111.0,3160.0,GSTR-1
3868,andaman and nicobar islands,2020-07-01,3544.0,3845.0,GSTR-3
3869,andaman and nicobar islands,2020-08-01,2109.0,3114.0,GSTR-1
3870,andaman and nicobar islands,2020-08-01,3541.0,3856.0,GSTR-3
3871,andaman and nicobar islands,2020-09-01,3389.0,3868.0,GSTR-1
3872,andaman and nicobar islands,2020-09-01,3547.0,3868.0,GSTR-3
3873,andaman and nicobar islands,2020-10-01,2137.0,3008.0,GSTR-1
3874,andaman and nicobar islands,2020-10-01,3582.0,3955.0,GSTR-3
3875,andaman and nicobar islands,2020-11-01,2156.0,2995.0,GSTR-1
3876,andaman and nicobar islands,2020-11-01,3605.0,3994.0,GSTR-3
3877,andaman and nicobar islands,2020-12-01,3494.0,4014.0,GSTR-1
3878,andaman and nicobar islands,2020-12-01,3632.0,4014.0,GSTR-3
3879,andaman and nicobar islands,2021-01-01,2673.0,3140.0,GSTR-1
3880,andaman and nicobar islands,2021-01-01,2784.0,3140.0,GSTR-3
3881,andaman and nicobar islands,2021-02-01,2699.0,3100.0,GSTR-1
3882,andaman and nicobar islands,2021-02-01,2817.0,3099.0,GSTR-3
3883,andaman and nicobar islands,2021-03-01,3594.0,3984.0,GSTR-1
3884,andaman and nicobar islands,2021-03-01,3697.0,3984.0,GSTR-3
3885,andaman and nicobar islands,2021-04-01,2932.0,3346.0,GSTR-1
3886,andaman and nicobar islands,2021-04-01,3027.0,3346.0,GSTR-3
3887,andaman and nicobar islands,2021-05-01,2926.0,3343.0,GSTR-1
3888,andaman and nicobar islands,2021-05-01,3012.0,3343.0,GSTR-3
3889,andaman and nicobar islands,2021-06-01,3586.0,4020.0,GSTR-1
3890,andaman and nicobar islands,2021-06-01,3670.0,4020.0,GSTR-3
3891,andaman and nicobar islands,2021-07-01,2897.0,3295.0,GSTR-1
3892,andaman and nicobar islands,2021-07-01,2975.0,3295.0,GSTR-3
3893,andaman and nicobar islands,2021-08-01,2911.0,3265.0,GSTR-1
3894,andaman and nicobar islands,2021-08-01,2986.0,3265.0,GSTR-3
3895,andaman and nicobar islands,2021-09-01,3681.0,4071.0,GSTR-1
3896,andaman and nicobar islands,2021-09-01,3756.0,4071.0,GSTR-3
3897,andaman and nicobar islands,2021-10-01,2956.0,3330.0,GSTR-1
3898,andaman and nicobar islands,2021-10-01,3006.0,3330.0,GSTR-3
3899,andaman and nicobar islands,2021-11-01,2963.0,3339.0,GSTR-1
3900,andaman and nicobar islands,2021-11-01,3019.0,3339.0,GSTR-3
3901,andaman and nicobar islands,2021-12-01,3723.0,4111.0,GSTR-1
3902,andaman and nicobar islands,2021-12-01,3770.0,4111.0,GSTR-3
3903,andaman and nicobar islands,2022-01-01,2963.0,3256.0,GSTR-1
3904,andaman and nicobar islands,2022-01-01,3010.0,3256.0,GSTR-3
3905,andaman and nicobar islands,2022-02-01,2955.0,3286.0,GSTR-1
3906,andaman and nicobar islands,2022-02-01,2989.0,3286.0,GSTR-3
3907,andaman and nicobar islands,2022-03-01,3622.0,4091.0,GSTR-1
3908,andaman and nicobar islands,2022-03-01,3638.0,4091.0,GSTR-3
3909,andaman and nicobar islands,2022-04-01,2771.0,3356.0,GSTR-1
3910,andaman and nicobar islands,2022-04-01,2788.0,3356.0,GSTR-3
3911,andaman and nicobar islands,2022-05-01,2590.0,3369.0,GSTR-1
3912,andaman and nicobar islands,2022-05-01,2528.0,3369.0,GSTR-3
3913,telangana,2017-07-01,178782.0,201614.0,GSTR-1
3914,telangana,2017-07-01,194059.0,201614.0,GSTR-3
3915,telangana,2017-08-01,119309.0,142285.0,GSTR-1
3916,telangana,2017-08-01,211506.0,223860.0,GSTR-3
3917,telangana,2017-09-01,203099.0,234895.0,GSTR-1
3918,telangana,2017-09-01,222489.0,234895.0,GSTR-3
3919,telangana,2017-10-01,124227.0,144948.0,GSTR-1
3920,telangana,2017-10-01,216425.0,230496.0,GSTR-3
3921,telangana,2017-11-01,127293.0,148881.0,GSTR-1
3922,telangana,2017-11-01,219112.0,237791.0,GSTR-3
3923,telangana,2017-12-01,208750.0,241225.0,GSTR-1
3924,ladakh,2019-01-01,,,GSTR-3
3925,telangana,2017-12-01,221224.0,241225.0,GSTR-3
3926,telangana,2018-01-01,129691.0,154073.0,GSTR-1
3927,telangana,2018-01-01,225722.0,247652.0,GSTR-3
3928,telangana,2018-02-01,131580.0,157538.0,GSTR-1
3929,telangana,2018-02-01,230363.0,253873.0,GSTR-3
3930,telangana,2018-03-01,219947.0,259182.0,GSTR-1
3931,ladakh,2019-02-01,,,GSTR-1
3932,telangana,2018-03-01,234505.0,259182.0,GSTR-3
3933,telangana,2018-04-01,144827.0,193853.0,GSTR-1
3934,telangana,2018-04-01,238231.0,265527.0,GSTR-3
3935,telangana,2018-05-01,147247.0,201424.0,GSTR-1
3936,telangana,2018-05-01,243253.0,275203.0,GSTR-3
3937,telangana,2018-06-01,232509.0,282140.0,GSTR-1
3938,ladakh,2019-02-01,,,GSTR-3
3939,telangana,2018-06-01,247551.0,282140.0,GSTR-3
3940,telangana,2018-07-01,151676.0,209233.0,GSTR-1
3941,telangana,2018-07-01,252278.0,288291.0,GSTR-3
3942,telangana,2018-08-01,153560.0,210486.0,GSTR-1
3943,telangana,2018-08-01,256525.0,293969.0,GSTR-3
3944,telangana,2018-09-01,243546.0,298180.0,GSTR-1
3945,ladakh,2019-03-01,,,GSTR-1
3946,telangana,2018-09-01,260327.0,298180.0,GSTR-3
3947,telangana,2018-10-01,157238.0,213000.0,GSTR-1
3948,telangana,2018-10-01,264068.0,302892.0,GSTR-3
3949,telangana,2018-11-01,158214.0,211412.0,GSTR-1
3950,telangana,2018-11-01,264218.0,305036.0,GSTR-3
3951,telangana,2018-12-01,251250.0,305678.0,GSTR-1
3952,ladakh,2019-03-01,,,GSTR-3
3953,telangana,2018-12-01,266883.0,305678.0,GSTR-3
3954,telangana,2019-01-01,160822.0,207845.0,GSTR-1
3955,telangana,2019-01-01,269312.0,308055.0,GSTR-3
3956,telangana,2019-02-01,161712.0,209739.0,GSTR-1
3957,telangana,2019-02-01,272604.0,313476.0,GSTR-3
3958,telangana,2019-03-01,256421.0,319463.0,GSTR-1
3959,ladakh,2019-04-01,,,GSTR-1
3960,telangana,2019-03-01,275516.0,319463.0,GSTR-3
3961,telangana,2019-04-01,170927.0,247115.0,GSTR-1
3962,telangana,2019-04-01,275034.0,322065.0,GSTR-3
3963,telangana,2019-05-01,172292.0,243625.0,GSTR-1
3964,telangana,2019-05-01,277549.0,324349.0,GSTR-3
3965,telangana,2019-06-01,264299.0,327844.0,GSTR-1
3966,telangana,2019-06-01,279149.0,327844.0,GSTR-3
3967,telangana,2019-07-01,175145.0,238294.0,GSTR-1
3968,telangana,2019-07-01,283085.0,331330.0,GSTR-3
3969,telangana,2019-08-01,176699.0,236935.0,GSTR-1
3970,telangana,2019-08-01,285866.0,334631.0,GSTR-3
3971,telangana,2019-09-01,273344.0,337626.0,GSTR-1
3972,telangana,2019-09-01,288770.0,337626.0,GSTR-3
3973,telangana,2019-10-01,180258.0,239475.0,GSTR-1
3974,telangana,2019-10-01,292227.0,342262.0,GSTR-3
3975,telangana,2019-11-01,182692.0,240217.0,GSTR-1
3976,telangana,2019-11-01,295862.0,346374.0,GSTR-3
3977,telangana,2019-12-01,282426.0,350234.0,GSTR-1
3978,telangana,2019-12-01,300229.0,350234.0,GSTR-3
3979,telangana,2020-01-01,184726.0,239471.0,GSTR-1
3980,telangana,2020-01-01,302856.0,351952.0,GSTR-3
3981,telangana,2020-02-01,184527.0,238143.0,GSTR-1
3982,telangana,2020-02-01,305712.0,353580.0,GSTR-3
3983,telangana,2020-03-01,279638.0,357819.0,GSTR-1
3984,telangana,2020-03-01,306283.0,357819.0,GSTR-3
3985,telangana,2020-04-01,190020.0,356902.0,GSTR-1
3986,telangana,2020-04-01,302158.0,357349.0,GSTR-3
3987,telangana,2020-05-01,191266.0,334097.0,GSTR-1
3988,telangana,2020-05-01,302510.0,355488.0,GSTR-3
3989,telangana,2020-06-01,282914.0,358237.0,GSTR-1
3990,telangana,2020-06-01,304541.0,358237.0,GSTR-3
3991,telangana,2020-07-01,195028.0,284869.0,GSTR-1
3992,telangana,2020-07-01,308432.0,364550.0,GSTR-3
3993,telangana,2020-08-01,196692.0,281986.0,GSTR-1
3994,telangana,2020-08-01,311291.0,368236.0,GSTR-3
3995,telangana,2020-09-01,290207.0,371659.0,GSTR-1
3996,telangana,2020-09-01,313430.0,371659.0,GSTR-3
3997,telangana,2020-10-01,200721.0,277254.0,GSTR-1
3998,telangana,2020-10-01,316847.0,376783.0,GSTR-3
3999,telangana,2020-11-01,203834.0,276584.0,GSTR-1
4000,telangana,2020-11-01,320994.0,379786.0,GSTR-3
4001,telangana,2020-12-01,303308.0,381213.0,GSTR-1
4002,telangana,2020-12-01,325019.0,381213.0,GSTR-3
4003,telangana,2021-01-01,222752.0,286200.0,GSTR-1
4004,telangana,2021-01-01,239110.0,286191.0,GSTR-3
4005,telangana,2021-02-01,226688.0,282748.0,GSTR-1
4006,telangana,2021-02-01,243102.0,282649.0,GSTR-3
4007,telangana,2021-03-01,314040.0,372165.0,GSTR-1
4008,telangana,2021-03-01,333564.0,372165.0,GSTR-3
4009,telangana,2021-04-01,261063.0,313567.0,GSTR-1
4010,telangana,2021-04-01,274604.0,313567.0,GSTR-3
4011,telangana,2021-05-01,261280.0,315037.0,GSTR-1
4012,telangana,2021-05-01,275204.0,315037.0,GSTR-3
4013,telangana,2021-06-01,320304.0,378050.0,GSTR-1
4014,telangana,2021-06-01,336672.0,378050.0,GSTR-3
4015,telangana,2021-07-01,267417.0,322476.0,GSTR-1
4016,telangana,2021-07-01,280917.0,322476.0,GSTR-3
4017,telangana,2021-08-01,269928.0,327345.0,GSTR-1
4018,telangana,2021-08-01,284300.0,327345.0,GSTR-3
4019,telangana,2021-09-01,329156.0,393681.0,GSTR-1
4020,telangana,2021-09-01,346477.0,393681.0,GSTR-3
4021,telangana,2021-10-01,273114.0,333199.0,GSTR-1
4022,telangana,2021-10-01,286820.0,333199.0,GSTR-3
4023,telangana,2021-11-01,277455.0,336893.0,GSTR-1
4024,telangana,2021-11-01,290491.0,336893.0,GSTR-3
4025,telangana,2021-12-01,337557.0,406157.0,GSTR-1
4026,telangana,2021-12-01,353573.0,406157.0,GSTR-3
4027,telangana,2022-01-01,279179.0,341214.0,GSTR-1
4028,telangana,2022-01-01,291701.0,341214.0,GSTR-3
4029,telangana,2022-02-01,280604.0,343859.0,GSTR-1
4030,telangana,2022-02-01,293352.0,343859.0,GSTR-3
4031,telangana,2022-03-01,333381.0,410714.0,GSTR-1
4032,telangana,2022-03-01,349403.0,410714.0,GSTR-3
4033,telangana,2022-04-01,271220.0,340147.0,GSTR-1
4034,telangana,2022-04-01,282450.0,340147.0,GSTR-3
4035,telangana,2022-05-01,261588.0,343940.0,GSTR-1
4036,telangana,2022-05-01,269218.0,343940.0,GSTR-3
4037,ladakh,2017-07-01,0.0,0.0,GSTR-1
4038,ladakh,2017-07-01,,,GSTR-3
4039,ladakh,2017-08-01,0.0,0.0,GSTR-1
4040,ladakh,2017-08-01,,,GSTR-3
4041,ladakh,2017-09-01,0.0,0.0,GSTR-1
4042,ladakh,2017-09-01,,,GSTR-3
4043,ladakh,2017-10-01,0.0,0.0,GSTR-1
4044,ladakh,2017-10-01,,,GSTR-3
4045,ladakh,2017-11-01,0.0,0.0,GSTR-1
4046,ladakh,2017-11-01,,,GSTR-3
4047,ladakh,2017-12-01,0.0,0.0,GSTR-1
4048,ladakh,2017-12-01,,,GSTR-3
4049,ladakh,2018-01-01,0.0,0.0,GSTR-1
4050,ladakh,2018-01-01,,,GSTR-3
4051,ladakh,2018-02-01,0.0,0.0,GSTR-1
4052,ladakh,2018-02-01,,,GSTR-3
4053,ladakh,2018-03-01,0.0,0.0,GSTR-1
4054,ladakh,2018-03-01,,,GSTR-3
4055,ladakh,2019-04-01,0.0,0.0,GSTR-3
4056,ladakh,2019-05-01,,,GSTR-1
4057,ladakh,2019-05-01,0.0,0.0,GSTR-3
4058,ladakh,2019-06-01,,,GSTR-1
4059,ladakh,2019-06-01,0.0,0.0,GSTR-3
4060,ladakh,2019-07-01,,,GSTR-1
4061,ladakh,2019-07-01,0.0,0.0,GSTR-3
4062,ladakh,2019-08-01,,,GSTR-1
4063,ladakh,2019-08-01,0.0,0.0,GSTR-3
4064,ladakh,2019-09-01,,,GSTR-1
4065,ladakh,2019-09-01,0.0,0.0,GSTR-3
4066,ladakh,2019-10-01,,,GSTR-1
4067,ladakh,2019-10-01,0.0,0.0,GSTR-3
4068,ladakh,2019-11-01,,,GSTR-1
4069,ladakh,2019-11-01,0.0,0.0,GSTR-3
4070,ladakh,2019-12-01,,,GSTR-1
4071,ladakh,2019-12-01,0.0,0.0,GSTR-3
4072,ladakh,2020-01-01,369.0,868.0,GSTR-1
4073,ladakh,2020-01-01,0.0,0.0,GSTR-3
4074,ladakh,2020-02-01,423.0,982.0,GSTR-1
4075,ladakh,2020-02-01,2780.0,,GSTR-3
